İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Ort. Yakıt Tüketimi,Boya-değişen,Tramer,Maksimum Hız,Price
01 Aralık 2023,Ford,Fiesta,1.4 TDCi Comfort,2005,210.000 km,Düz,Dizel,Hatchback/5. 5 Koltuk,Beyaz,1399 cc,68 hp,4.3 lt,3 değişen. 10 boyalı,Tramer tutarı Belirtilmemiş,164 km/s,320.000 TL
01 Aralık 2023,Chevrolet,Lacetti,1.6 SX,2006,227.500 km,Düz,LPG & Benzin,Sedan,Beyaz,1598 cc,109 hp,7.1 lt,8 boyalı,Tramer  8.000 TL,187 km/s,350.000 TL
01 Aralık 2023,Fiat,Fiorino,Fiorino Combi 1.3 Multijet Premio,2016,175.000 km,Düz,Dizel,Camlı Van,Beyaz,1248 cc,95 hp,,Belirtilmemiş,Tramer tutarı belirtilmemiş,170 km/s,560.000 TL
01 Aralık 2023,Opel,Corsa,1.2 Turbo Dynamic,2020,50.000 km,Düz,Benzin,Hatchback/5,Beyaz,1199 cc,100 hp,4.3 lt,Tamamı orjinal,Tramer tutarı yok,192 km/s,875.750 TL
01 Aralık 2023,Ford,Fiesta,1.25 Trend,2013,70.000 km,Düz,Benzin,Hatchback/5,Gri (metalik),1242 cc,82 hp,5.2 lt,Tamamı orjinal,Tramer tutarı yok,168 km/s,655.000 TL
01 Aralık 2023,Volkswagen,Polo,1.6 TDi Comfortline,2012,150.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,90 hp,4.3 lt,1 değişen,Tramer tutarı yok,180 km/s,675.000 TL
01 Aralık 2023,Opel,Corsa,1.4 Twinport Active,2013,45.000 km,Otomatik,Benzin,Hatchback/5,Diğer,1364 cc,100 hp,5.7 lt,Tamamı orjinal,Tramer tutarı yok,172 km/s,640.000 TL
01 Aralık 2023,Peugeot,207,1.4 HDi Trendy,2008,325.000 km,Düz,Dizel,Hatchback/5. 5 Koltuk,Siyah,1398 cc,71 hp,4.5 lt,2 değişen. 9 boyalı,Tramer  2.800 TL,166 km/s,475.000 TL
01 Aralık 2023,Nissan,Qashqai,1.6 dCi Platinum Premium Pack,2016,175.000 km,Otomatik,Dizel,Crossover,Siyah,1598 cc,130 hp,4.6 lt,Tamamı orjinal,Tramer tutarı yok,182 km/s,1.000.000 TL
01 Aralık 2023,Opel,Corsa,1.2 Twinport Essentia,2005,110.000 km,Düz,Benzin,Hatchback/5. 5 Koltuk,Gri,1229 cc,80 hp,6 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,170 km/s,445.000 TL
01 Aralık 2023,Tofaş,Doğan,SLX,1994,200.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,,Belirtilmemiş,Tramer tutarı Belirtilmemiş,170 km/s,210.000 TL
01 Aralık 2023,Ford,Fiesta,1.25 Trend X,2016,135.000 km,Düz,Benzin,Hatchback/5,Beyaz,1242 cc,82 hp,5.2 lt,3 boyalı,Tramer tutarı yok,168 km/s,610.000 TL
01 Aralık 2023,Renault,Megane,1.5 dCi Authentique,2005,266.000 km,Düz,Dizel,Sedan. 5 Koltuk,Beyaz,1461 cc,86 hp,4.7 lt,1 değişen. 3 boyalı,Tramer tutarı Belirtilmemiş,175 km/s,400.000 TL
01 Aralık 2023,Dacia,Dokker,1.6 SCE Eco-G Ambiance,2020,140.000 km,Düz,LPG & Benzin,Camlı Van,Beyaz,1598 cc,110 hp,,1 boyalı,Tramer tutarı Belirtilmemiş,168 km/s,630.000 TL
01 Aralık 2023,Opel,Combo,1.5 CDTI Elegance,2020,68.000 km,Düz,Dizel,Panel Van,Beyaz,1499 cc,102 hp,,Tamamı orjinal,Tramer tutarı yok,170 km/s,570.000 TL
01 Aralık 2023,Ford,Focus,1.6 TDCi Trend X,2014,186.500 km,Düz,Dizel,Sedan. 5 Koltuk,Beyaz,1560 cc,95 hp,4.2 lt,Belirtilmemiş,Tramer tutarı yok,180 km/s,730.000 TL
01 Aralık 2023,Tofaş,Doğan,L,1992,100.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,6.5 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,170 km/s,125.000 TL
01 Aralık 2023,Hyundai,Accent Era,1.4 Team,2010,103.000 km,Düz,LPG & Benzin,Sedan,Beyaz,,,,1 değişen. 1 boyalı,Tramer tutarı yok,,515.000 TL
01 Aralık 2023,Ford,Tourneo Courier,1.5 TDCi Journey Trend,2020,111.500 km,Düz,Dizel,Camlı Van,Beyaz,1499 cc,95 hp,,2 boyalı,Tramer  10.450 TL,170 km/s,615.000 TL
01 Aralık 2023,Chery,Tiggo,1.6 Lusso Supercharger,2011,192.000 km,Düz,LPG & Benzin,Crossover,Siyah,1597 cc,152 hp,8.4 lt,Belirtilmemiş,Tramer tutarı yok,175 km/s,560.000 TL
01 Aralık 2023,Renault,Clio,1.4 RXT,2001,312.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1390 cc,98 hp,6.7 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,185 km/s,327.500 TL
01 Aralık 2023,Hyundai,Getz,1.5 CRDi VGT,2005,210.000 km,Düz,Dizel,Hatchback/5,Gri,1493 cc,110 hp,4.5 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,180 km/s,350.000 TL
01 Aralık 2023,Ford,Tourneo Courier,1.5 TDCi Delux,2022,39.000 km,Düz,Dizel,Camlı Van,Beyaz,,,,Tamamı orjinal,Tramer tutarı yok,,705.000 TL
01 Aralık 2023,Fiat,Egea,1.4 Fire Urban,2016,93.300 km,Düz,LPG & Benzin,Sedan,Beyaz,1368 cc,95 hp,5.7 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,185 km/s,600.000 TL
01 Aralık 2023,Lada,Samara,1.5,1992,36.000 km,Düz,LPG & Benzin,Hatchback/3,Mavi,1500 cc,75 hp,,Belirtilmemiş,Tramer tutarı Belirtilmemiş,150 km/s,154.750 TL
01 Aralık 2023,Subaru,XV,1.6 Premium,2014,95.000 km,Otomatik,Benzin,Crossover,Beyaz,1600 cc,114 hp,6.3 lt,1 değişen. 2 boyalı,Tramer tutarı belirtilmemiş,175 km/s,769.000 TL
01 Aralık 2023,Volkswagen,Passat,1.6 FSi Comfortline,2006,227.000 km,Otomatik,Benzin,Sedan,Lacivert,1598 cc,115 hp,7.7 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,195 km/s,600.000 TL
01 Aralık 2023,Opel,Combo,1.3 CDTI City Plus,2007,268.000 km,Düz,Dizel,Camlı Van,Beyaz,1248 cc,70 hp,,Belirtilmemiş,Tramer tutarı Belirtilmemiş,150 km/s,325.000 TL
01 Aralık 2023,Renault,Symbol,1.5 dCi Touch,2016,41.115 km,Düz,Dizel,Sedan. 5 Koltuk,Beyaz,1461 cc,90 hp,3.9 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,167 km/s,445.000 TL
01 Aralık 2023,Volkswagen,Jetta,1.6 TDi Comfortline,2012,163.000 km,Yarı Otomatik,Dizel,Sedan. 5 Koltuk,Beyaz,1598 cc,105 hp,4.7 lt,1 değişen. 3 boyalı,Tramer  5.610 TL,190 km/s,695.000 TL
01 Aralık 2023,Dacia,Lodgy,1.5 dCi Laureate,2013,227.000 km,Düz,Dizel,MPV,Kahverengi,1461 cc,90 hp,4.2 lt,Belirtilmemiş,Tramer tutarı yok,169 km/s,580.000 TL
01 Aralık 2023,Renault,Clio,1.5 dCi Joy,2016,253.000 km,Düz,Dizel,Hatchback/5. 5 Koltuk,Beyaz,1461 cc,75 hp,3.6 lt,1 değişen. 4 boyalı,Tramer  15.000 TL,168 km/s,485.000 TL
01 Aralık 2023,Opel,Astra,1.6 Enjoy,2004,289.500 km,Düz,LPG & Benzin,Hatchback/5,Gri,1598 cc,100 hp,7.1 lt,1 değişen. 6 boyalı,Tramer  13.500 TL,188 km/s,440.000 TL
01 Aralık 2023,Skoda,SuperB,1.5 TSI Premium,2020,62.000 km,Yarı Otomatik,Benzin,Hatchback/5,Füme,1498 cc,150 hp,5.4 lt,Belirtilmemiş,Tramer tutarı belirtilmemiş,219 km/s,1.299.000 TL
01 Aralık 2023,Hyundai,i30,1.6 CRDi Elite,2013,147.750 km,Düz,Dizel,Hatchback/5. 5 Koltuk,Füme,1582 cc,128 hp,4 lt,Tamamı orjinal,Tramer tutarı yok,197 km/s,638.750 TL
01 Aralık 2023,Renault,Megane,1.6 Dynamique,2004,305.000 km,Düz,LPG & Benzin,Hatchback/3. 5 Koltuk,Gri (Gümüş),1598 cc,115 hp,6.8 lt,4 boyalı,Tramer tutarı yok,192 km/s,400.000 TL
01 Aralık 2023,Peugeot,308,1.6 HDi Access,2012,90.000 km,Düz,Dizel,Hatchback/5. 5 Koltuk,Beyaz,1560 cc,93 hp,4.2 lt,Tamamı orjinal,Tramer tutarı yok,181 km/s,560.000 TL
01 Aralık 2023,Volvo,V50,1.6 D Premium,2008,340.000 km,Düz,Dizel,Station wagon,Siyah,1560 cc,109 hp,5 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,190 km/s,650.000 TL
01 Aralık 2023,Renault,Clio,1.0 SCe Joy,2023,6.175 km,Düz,Benzin,Hatchback/5,Kırmızı,999 cc,65 hp,4.9 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,160 km/s,815.000 TL
01 Aralık 2023,BMW,1 Serisi,116i Standart,2008,196.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1596 cc,116 hp,7.5 lt,2 boyalı,Tramer  4.000 TL,200 km/s,645.000 TL
01 Aralık 2023,Fiat,Egea,1.4 Fire Easy,2021,24.000 km,Düz,Benzin,Sedan,Füme,1368 cc,95 hp,6.4 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,186 km/s,755.000 TL
01 Aralık 2023,Volkswagen,Bora,1.6 Comfortline,2001,223.000 km,Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),1595 cc,102 hp,8.1 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,185 km/s,409.000 TL
01 Aralık 2023,Fiat,Doblo,Doblo Combi 1.6 Multijet Premio,2011,206.650 km,Düz,Dizel,Camlı Van,Beyaz,1598 cc,105 hp,,Tamamı orjinal,Tramer tutarı yok,164 km/s,510.000 TL
01 Aralık 2023,Fiat,Fiorino,Fiorino Combi 1.3 Multijet Active,2008,220.800 km,Düz,Dizel,Camlı Van,Yeşil,1248 cc,75 hp,,Belirtilmemiş,Tramer tutarı yok,157 km/s,345.000 TL
01 Aralık 2023,Fiat,Tipo,1.6 SLX,1998,265.000 km,Düz,LPG & Benzin,Hatchback/5,Gri (metalik),1581 cc,75 hp,,1 değişen. 10 boyalı,Tramer tutarı yok,170 km/s,298.000 TL
01 Aralık 2023,Skoda,Favorit,1.3 LX,1994,338.680 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1289 cc,57 hp,,12 boyalı,Tramer tutarı belirtilmemiş,,137.000 TL
01 Aralık 2023,Ford,Tourneo Connect,75PS,2011,213.000 km,Düz,Dizel,Camlı Van,Beyaz,,,,Belirtilmemiş,Tramer tutarı yok,,460.000 TL
01 Aralık 2023,Renault,R 9,1.4 Broadway GTE,1993,156.200 km,Düz,LPG & Benzin,Sedan,Beyaz,1390 cc,83 hp,,1 boyalı,Tramer tutarı Belirtilmemiş,168 km/s,275.000 TL
01 Aralık 2023,Peugeot,301,1.6 BlueHDI Active,2018,173.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,102 hp,3.9 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,183 km/s,570.000 TL
01 Aralık 2023,Fiat,Doblo,Doblo Combi 1.3 Multijet Premio,2014,245.300 km,Düz,Dizel,Camlı Van,Beyaz,1248 cc,90 hp,,Belirtilmemiş,Tramer tutarı Belirtilmemiş,156 km/s,430.000 TL
01 Aralık 2023,Renault,Symbol,1.5 dCi Joy,2016,213.000 km,Düz,Dizel,Sedan. 5 Koltuk,Beyaz,1461 cc,90 hp,3.9 lt,2 boyalı,Tramer tutarı Belirtilmemiş,167 km/s,470.000 TL
01 Aralık 2023,Renault,Kadjar,1.5 dCi Black Edition,2017,96.000 km,Yarı Otomatik,Dizel,Crossover,Siyah,1461 cc,110 hp,3.8 lt,1 değişen,Tramer  16.000 TL,181 km/s,1.070.000 TL
01 Aralık 2023,Citroen,C-Elysee,1.6 HDi Exclusive,2017,145.800 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,4.1 lt,2 boyalı,Tramer  2.000 TL,180 km/s,650.000 TL
01 Aralık 2023,Peugeot,208,1.2 PureTech Allure,2016,76.000 km,Yarı Otomatik,Benzin,Hatchback/5,Siyah,1199 cc,83 hp,4.5 lt,2 değişen,Bu araç ağır hasar kayıtlıdır.,178 km/s,620.000 TL
01 Aralık 2023,Fiat,Linea,1.3 Multijet Emotion Plus,2011,260.000 km,Düz,Dizel,Sedan,Füme,1248 cc,90 hp,4.9 lt,Belirtilmemiş,Tramer  5.500 TL,170 km/s,330.000 TL
01 Aralık 2023,Renault,Scenic,1.5 dCi Icon,2013,119.000 km,Yarı Otomatik,Dizel,MPV,Gri,1461 cc,110 hp,5 lt,Tamamı orjinal,Tramer tutarı belirtilmemiş,180 km/s,730.000 TL
01 Aralık 2023,Hyundai,i20,1.4 CVVT Jump,2014,24.555 km,Otomatik,Benzin,Hatchback/5,Siyah,1396 cc,100 hp,6 lt,2 boyalı,Tramer tutarı yok,170 km/s,695.000 TL
01 Aralık 2023,Hyundai,Getz,1.4 DOHC HY KLM,2007,270.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi,1399 cc,97 hp,6 lt,3 değişen. 4 boyalı,Tramer  10.000 TL,170 km/s,380.000 TL
01 Aralık 2023,Fiat,Ducato,17 m³,2023,95.000 km,Düz,Dizel,Panel Van,Beyaz,2287 cm3,140 hp,,Tamamı orjinal,Tramer tutarı belirtilmemiş,,979.900 TL
01 Aralık 2023,Land Rover,Freelander,1.8 1.8i,2000,318.000 km,Düz,LPG & Benzin,Crossover,Siyah,1796 cc,120 hp,9.8 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,165 km/s,400.000 TL
01 Aralık 2023,Citroen,C3 Aircross,1.2 PureTech Feel Bold,2022,13.100 km,Otomatik,Benzin,Crossover,Gri (metalik),1199 cc,130 hp,5 lt,Tamamı orjinal,Tramer tutarı yok,195 km/s,940.000 TL
01 Aralık 2023,Fiat,Punto,EVO 1.3 Multijet Dynamic,2011,108.008 km,Düz,Dizel,Hatchback/5. 5 Koltuk,Gri (Gümüş),1248 cc,95 hp,4.2 lt,3 boyalı,Tramer  5.127 TL,178 km/s,510.000 TL
01 Aralık 2023,Tofaş,Doğan,SL,1993,122.000 km,Düz,LPG & Benzin,Sedan,Siyah,1581 cc,83 hp,6.5 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,170 km/s,153.500 TL
01 Aralık 2023,Dacia,Sandero,1.5 dCi Stepway,2018,50.000 km,Yarı Otomatik,Dizel,Hatchback/5,Bej,1461 cc,90 hp,3.8 lt,1 değişen. 1 boyalı,Tramer tutarı yok,166 km/s,750.000 TL
01 Aralık 2023,BMW,3 Serisi,320i ED Sport Line,2015,136.700 km,Otomatik,Benzin,Sedan,Kırmızı,1598 cc,170 hp,5.4 lt,2 boyalı,Tramer  27.191 TL,230 km/s,1.480.000 TL
01 Aralık 2023,Mercedes - Benz,C,C 180 Kompressor BlueEFFICIENCY AMG,2012,186.184 km,Otomatik,LPG & Benzin,Sedan,Beyaz,,,,1 boyalı,Tramer tutarı Belirtilmemiş,,1.220.000 TL
01 Aralık 2023,Hyundai,i20,1.4 CRDi Style,2018,44.500 km,Düz,Dizel,Hatchback/5,Beyaz,1396 cc,90 hp,4.1 lt,Tamamı orjinal,Tramer tutarı yok,175 km/s,855.000 TL
01 Aralık 2023,Renault,Clio,1.4 Authentique,2005,143.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1390 cc,75 hp,7.1 lt,Tamamı orjinal,Tramer tutarı yok,170 km/s,420.000 TL
01 Aralık 2023,Honda,Civic,1.6 i-VTEC ECO Elegance,2013,136.200 km,Otomatik,LPG & Benzin,Sedan. 5 Koltuk,Beyaz,1595 cc,125 hp,6.7 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,192 km/s,665.000 TL
01 Aralık 2023,Renault,Megane,2.0 RXT,1999,270.000 km,Düz,LPG & Benzin,Sedan,Bej,1998 cc,115 hp,8.4 lt,4 değişen. 9 boyalı,Tramer tutarı yok,197 km/s,235.000 TL
01 Aralık 2023,Volkswagen,Passat,2.5 TSI,2013,250.000 km,Otomatik,Benzin,Sedan,Beyaz,2480 cc,170 hp,,1 boyalı,Tramer tutarı yok,,785.000 TL
01 Aralık 2023,Toyota,Yaris,1.0 Terra,2004,198.000 km,Düz,Benzin,Hatchback/5. 5 Koltuk,Gri,998 cc,65 hp,5.6 lt,4 boyalı,Tramer  10.000 TL,155 km/s,400.000 TL
01 Aralık 2023,Lada,Vega,1.5,1999,250.000 km,Düz,Benzin,Sedan,Bordo,,,,Belirtilmemiş,Tramer tutarı Belirtilmemiş,,175.000 TL
01 Aralık 2023,Tofaş,Şahin,S,1998,176.000 km,Düz,LPG & Benzin,Sedan,Sarı,1581 cc,80 hp,,Belirtilmemiş,Tramer tutarı yok,,240.000 TL
01 Aralık 2023,Honda,Civic,1.6 i ES,1998,293.000 km,Otomatik,LPG & Benzin,Hatchback/5,Gri (Gümüş),1590 cc,126 hp,9 lt,3 değişen,Tramer tutarı yok,190 km/s,345.000 TL
01 Aralık 2023,Opel,Corsa,1.2 Silverline,2006,173.500 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1229 cc,80 hp,6 lt,1 boyalı,Tramer tutarı Belirtilmemiş,170 km/s,480.000 TL
01 Aralık 2023,Toyota,Corolla,1.5 Dream,2022,22.100 km,Otomatik,Benzin,Sedan. 5 Koltuk,Siyah,1490 cc,125 hp,5.8 lt,Tamamı orjinal,Tramer tutarı yok,190 km/s,1.225.000 TL
01 Aralık 2023,Opel,Combo,1.5 CDTI Ultimate,2021,37.300 km,Otomatik,Dizel,Camlı Van,Füme,1499 cc,132 hp,,Tamamı orjinal,Tramer tutarı yok,184 km/s,970.000 TL
01 Aralık 2023,Renault,Clio,1.5 dCi Grandtour Authentique,2012,312.000 km,Düz,Dizel,Station wagon,,1461 cc,75 hp,4.4 lt,1 değişen. 1 boyalı,Tramer  18.700 TL,170 km/s,390.000 TL
01 Aralık 2023,Hyundai,Accent Era,1.5 CRDi Style,2010,205.000 km,Düz,Dizel,Sedan,Bordo,1493 cc,110 hp,4.6 lt,Belirtilmemiş,Tramer tutarı belirtilmemiş,176 km/s,435.000 TL
01 Aralık 2023,Kia,Sportage,2.0 CRDi 4x4 LX,2007,325.000 km,Düz,Dizel,Crossover,Gri (metalik),1991 cc,112 hp,7.1 lt,Belirtilmemiş,Tramer  6.400 TL,168 km/s,550.000 TL
01 Aralık 2023,Peugeot,301,1.5 BlueHDI Active,2019,89.750 km,Düz,Dizel,Sedan. 5 Koltuk,Gri,1499 cc,102 hp,3.9 lt,Tamamı orjinal,Tramer tutarı yok,190 km/s,669.000 TL
01 Aralık 2023,Mitsubishi,Attrage,1.2 Intense Plus,2015,103.000 km,Otomatik,Benzin,Sedan,Beyaz,1193 cc,80 hp,4.9 lt,3 boyalı,Tramer tutarı yok,174 km/s,560.000 TL
01 Aralık 2023,Fiat,Egea,1.6 Multijet Urban,2018,155.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,3.9 lt,Tamamı orjinal,Tramer  4.172 TL,200 km/s,770.000 TL
01 Aralık 2023,Hyundai,Accent Era,1.5 CRDi-VGT Team,2008,243.000 km,Düz,Dizel,Sedan,Şampanya,,,,Belirtilmemiş,Tramer tutarı Belirtilmemiş,,375.000 TL
01 Aralık 2023,Fiat,500 Ailesi,500 1.2 Lounge,2011,106.312 km,Yarı Otomatik,Benzin,Hatchback/3,Beyaz,1242 cc,69 hp,5 lt,2 boyalı,Tramer  12.000 TL,160 km/s,555.000 TL
01 Aralık 2023,Citroen,Berlingo,1.9 D FG,2005,395.000 km,Düz,Dizel,Camlı Van,Beyaz,1863 cm3,71 hp,,Tamamı orjinal,Tramer tutarı Belirtilmemiş,,185.000 TL
01 Aralık 2023,Nissan,Qashqai,1.6 dCi Black Edition,2017,88.000 km,Otomatik,Dizel,Crossover,Siyah,1598 cc,130 hp,4.6 lt,Tamamı orjinal,Tramer tutarı yok,182 km/s,979.750 TL
01 Aralık 2023,Ford,Focus,2.0 TDCi WRC,2010,279.000 km,Yarı Otomatik,Dizel,Hatchback/3,Beyaz,1997 cc,136 hp,5.7 lt,1 değişen,Tramer tutarı Belirtilmemiş,205 km/s,610.000 TL
01 Aralık 2023,Opel,Astra,1.3 CDTI Enjoy Plus,2012,290.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri (metalik),1248 cc,90 hp,5 lt,Belirtilmemiş,Tramer tutarı belirtilmemiş,171 km/s,542.500 TL
01 Aralık 2023,Dacia,Duster,1.0 ECO-G Prestige,2022,60.000 km,Düz,LPG & Benzin,Crossover,Kırmızı,999 cc,100 hp,6.5 lt,Tamamı orjinal,Tramer tutarı yok,166 km/s,835.000 TL
01 Aralık 2023,Renault,Megane,1.6 RTE,1998,300.000 km,Düz,LPG & Benzin,Sedan,Mavi (metalik),1598 cc,90 hp,7.2 lt,2 değişen. 9 boyalı,Tramer tutarı Belirtilmemiş,184 km/s,252.000 TL
01 Aralık 2023,Volkswagen,Caddy,2.0 TDI Exclusive,2017,321.000 km,Yarı Otomatik,Dizel,Camlı Van,Siyah,1968 cc,102 hp,,1 değişen. 1 boyalı,Tramer  26.450 TL,170 km/s,685.000 TL
01 Aralık 2023,Citroen,C-Elysee,1.5 BlueHDi Shine,2019,27.360 km,Düz,Dizel,Sedan,Beyaz,1499 cc,100 hp,3.9 lt,Tamamı orjinal,Tramer tutarı yok,189 km/s,750.000 TL
01 Aralık 2023,Mercedes - Benz,C,C 220 CDI Avantgarde,2003,515.000 km,Otomatik,Dizel,Sedan. 5 Koltuk,Gri,2148 cc,143 hp,6.3 lt,Belirtilmemiş,Tramer tutarı belirtilmemiş,215 km/s,480.000 TL
01 Aralık 2023,Hyundai,Matrix,1.5 CRDi GLS,2006,145.000 km,Düz,Dizel,MPV,Turkuaz,1493 cc,82 hp,6 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,160 km/s,297.000 TL
01 Aralık 2023,Fiat,Linea,1.3 Multijet Emotion Plus,2012,106.700 km,Düz,Dizel,Sedan,Füme,1248 cc,90 hp,4.9 lt,Tamamı orjinal,Tramer tutarı yok,170 km/s,502.500 TL
01 Aralık 2023,Opel,Astra,1.6 GL,1999,190.000 km,Düz,LPG & Benzin,Sedan,Gri,1598 cc,100 hp,7.4 lt,Tamamı orjinal,Tramer tutarı yok,188 km/s,445.000 TL
01 Aralık 2023,Skoda,Fabia,1.2 Classic,2004,273.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1198 cc,64 hp,6 lt,1 değişen. 7 boyalı,Tramer tutarı Belirtilmemiş,160 km/s,320.000 TL
01 Aralık 2023,Fiat,Doblo,Doblo Combi 1.3 Multijet Safeline,2009,160.000 km,Düz,Dizel,Camlı Van,Füme,1248 cc,75 hp,,2 boyalı,Tramer tutarı Belirtilmemiş,146 km/s,375.000 TL
01 Aralık 2023,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2017,173.000 km,Otomatik,Dizel,Sedan,Beyaz,1582 cc,136 hp,5.6 lt,Tamamı orjinal,Tramer tutarı yok,190 km/s,610.000 TL
01 Aralık 2023,Opel,Insignia,1.6 T Cosmo,2014,141.650 km,Otomatik,Benzin,Sedan. 5 Koltuk,Kahverengi,1598 cc,170 hp,6.6 lt,2 değişen,Tramer  60.000 TL,210 km/s,712.000 TL
01 Aralık 2023,Kia,Rio,1.5 CRDi EX Comfort,2007,256.000 km,Düz,Dizel,Hatchback/5. 5 Koltuk,Beyaz,1493 cc,110 hp,4.7 lt,Belirtilmemiş,Tramer  4.500 TL,176 km/s,480.000 TL
01 Aralık 2023,Chevrolet,Captiva,2.0 D LT High,2011,167.000 km,Otomatik,Dizel,Crossover,Siyah,1991 cc,150 hp,8.7 lt,2 boyalı,Tramer  11.000 TL,180 km/s,755.000 TL
01 Aralık 2023,Peugeot,301,1.6 HDi Allure,2017,92.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,4.3 lt,Tamamı orjinal,Tramer tutarı yok,180 km/s,715.000 TL
01 Aralık 2023,Toyota,Corolla,1.6 GLi,1995,310.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1587 cc,105 hp,,Tamamı orjinal,Tramer tutarı yok,195 km/s,399.000 TL
01 Aralık 2023,Toyota,Corolla,1.6 GLi,1998,300.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1587 cc,114 hp,,Tamamı orjinal,Tramer tutarı Belirtilmemiş,195 km/s,399.000 TL
01 Aralık 2023,Volkswagen,Golf,1.6 Comfortline,2001,260.000 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1595 cc,105 hp,6.8 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,192 km/s,530.000 TL
01 Aralık 2023,Ford,Fiesta,1.4 Comfort,2006,215.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1388 cc,80 hp,6.2 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,167 km/s,465.000 TL
01 Aralık 2023,Volkswagen,Jetta,1.4 TSi Comfortline,2007,260.000 km,Düz,Benzin,Sedan. 5 Koltuk,,1390 cc,140 hp,7.1 lt,2 değişen. 6 boyalı,Tramer  37.000 TL,207 km/s,505.000 TL
01 Aralık 2023,Volkswagen,Polo,1.6 TDi Comfortline,2011,291.000 km,Düz,Dizel,Hatchback/5. 5 Koltuk,Beyaz,1598 cc,90 hp,4.2 lt,2 değişen. 6 boyalı,Tramer  9.000 TL,180 km/s,510.000 TL
01 Aralık 2023,Opel,Vectra,1.6 Comfort,2004,89.000 km,Düz,LPG & Benzin,Sedan. 5 Koltuk,Gri (Gümüş),1598 cc,100 hp,7.5 lt,Tamamı orjinal,Tramer tutarı yok,192 km/s,605.000 TL
01 Aralık 2023,Honda,Civic,1.6 i-VTEC Dream,2009,105.000 km,Düz,LPG & Benzin,Sedan. 5 Koltuk,Gri,1595 cc,125 hp,6.7 lt,2 değişen. 4 boyalı,Tramer tutarı Belirtilmemiş,197 km/s,620.000 TL
01 Aralık 2023,Opel,Insignia,1.6 CDTI Edition Elegance,2015,190.000 km,Otomatik,Dizel,Sedan,Gri,1598 cc,136 hp,5 lt,Tamamı orjinal,Tramer  5.000 TL,200 km/s,724.990 TL
01 Aralık 2023,Toyota,Corolla,1.2 Turbo Dream,2021,39.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1197 cc,116 hp,5.8 lt,Tamamı orjinal,Tramer tutarı yok,195 km/s,969.750 TL
01 Aralık 2023,Chevrolet,Cruze,1.6 LS Plus,2010,267.500 km,Otomatik,LPG & Benzin,Sedan,Kırmızı,1598 cc,124 hp,7.4 lt,1 değişen. 3 boyalı,Tramer  6.000 TL,185 km/s,415.000 TL
01 Aralık 2023,Fiat,Doblo,Doblo Combi 1.6 Multijet Dynamic,2011,266.000 km,Düz,Dizel,Camlı Van,Gri (metalik),1598 cc,105 hp,,2 değişen. 1 boyalı,Tramer tutarı Belirtilmemiş,164 km/s,445.000 TL
